Column 1 = log10( T [d] )
Column 2 = log10( lambda [1/d] )
Column 3 = max( log10( likelihood ) , -3 )
Column 4 = k1 index
Column 5 = k2 index
Column 6 = binned version of column 3, within +/- 1 grid points
Column 7 = binned version of column 3, within +/- 2 grid points
-7.090077235776172	-4.	-3	1	1	-3	-3
-7.090077235776172	-3.9393939393939394	-3	1	2	-3	-3
-7.090077235776172	-3.878787878787879	-3	1	3	-3	-3
-7.090077235776172	-3.8181818181818183	-3	1	4	-3	-3
-7.090077235776172	-3.757575757575758	-3	1	5	-3	-3
-7.090077235776172	-3.696969696969697	-3	1	6	-3	-3
-7.090077235776172	-3.6363636363636362	-3	1	7	-3	-3
-7.090077235776172	-3.5757575757575757	-3	1	8	-3	-3
-7.090077235776172	-3.515151515151515	-3	1	9	-3	-3
-7.090077235776172	-3.4545454545454546	-3	1	10	-3	-3
-7.090077235776172	-3.393939393939394	-3	1	11	-3	-3
-7.090077235776172	-3.333333333333333	-3	1	12	-3	-3
-7.090077235776172	-3.2727272727272725	-3	1	13	-3	-3
-7.090077235776172	-3.212121212121212	-3	1	14	-3	-3
-7.090077235776172	-3.1515151515151514	-3	1	15	-3	-3
-7.090077235776172	-3.090909090909091	-3	1	16	-3	-3
-7.090077235776172	-3.0303030303030303	-3	1	17	-3	-3
-7.090077235776172	-2.9696969696969697	-3	1	18	-3	-3
-7.090077235776172	-2.909090909090909	-3	1	19	-3	-3
-7.090077235776172	-2.8484848484848486	-3	1	20	-3	-3
-7.090077235776172	-2.787878787878788	-3	1	21	-3	-3
-7.090077235776172	-2.7272727272727275	-3	1	22	-3	-3
-7.090077235776172	-2.6666666666666665	-3	1	23	-3	-3
-7.090077235776172	-2.606060606060606	-3	1	24	-3	-3
-7.090077235776172	-2.5454545454545454	-3	1	25	-3	-3
-7.090077235776172	-2.484848484848485	-3	1	26	-3	-3
-7.090077235776172	-2.4242424242424243	-3	1	27	-3	-3
-7.090077235776172	-2.3636363636363633	-3	1	28	-3	-3
-7.090077235776172	-2.3030303030303028	-3	1	29	-3	-3
-7.090077235776172	-2.242424242424242	-3	1	30	-3	-3
-7.090077235776172	-2.1818181818181817	-3	1	31	-3	-3
-7.090077235776172	-2.121212121212121	-3	1	32	-3	-3
-7.090077235776172	-2.0606060606060606	-3	1	33	-3	-3
